plz,PLR_ID,overlap_area_m2,plz_area_m2,plr_area_m2,pct_of_plz,pct_of_plr
13587,05100103,718802.2399,17744786.0995,718802.2399,0.0405,1.0000
13587,05100101,14983286.4148,17744786.0995,16161877.0742,0.8444,0.9271
13589,05100208,1634316.3007,6714880.4785,1764667.3693,0.2434,0.9261
13589,05100209,466097.1402,6714880.4785,746732.8661,0.0694,0.6242
13589,05100206,1937337.4605,6714880.4785,1937344.4579,0.2885,1.0000
13589,05100210,10165.7361,6714880.4785,544557.4159,0.0015,0.0187
13589,05100105,1462568.0306,6714880.4785,2201627.0946,0.2178,0.6643
13589,05100101,1175928.7054,6714880.4785,16161877.0742,0.1751,0.0728
13589,05100211,27801.9308,6714880.4785,1402191.1001,0.0041,0.0198
13591,05200526,46205.2652,8896728.1727,379020.4812,0.0052,0.1219
13591,05200527,84349.7689,8896728.1727,1311270.2718,0.0095,0.0643
13591,05200525,851069.4756,8896728.1727,1474506.0525,0.0957,0.5772
13591,05200524,1660045.6041,8896728.1727,1660189.8159,0.1866,0.9999
13591,05200423,486881.1674,8896728.1727,640094.2081,0.0547,0.7606
13591,05200422,1187423.6896,8896728.1727,1187429.3981,0.1335,1.0000
13591,05200418,1284104.1993,8896728.1727,1284104.2004,0.1443,1.0000
13591,05200421,718998.7168,8896728.1727,719771.5821,0.0808,0.9989
13591,05100208,130265.3845,8896728.1727,1764667.3693,0.0146,0.0738
13591,05100207,591993.4009,8896728.1727,592325.8741,0.0665,0.9994
13591,05200419,422104.1118,8896728.1727,422104.1118,0.0474,1.0000
13591,05100211,494960.0619,8896728.1727,1402191.1001,0.0556,0.3530
13591,05200420,936437.1043,8896728.1727,2626402.8537,0.1053,0.3565
13593,05200528,2601970.0877,4542320.9933,2737106.5360,0.5728,0.9506
13593,05200526,332815.2160,4542320.9933,379020.4812,0.0733,0.8781
13593,05200527,885670.8096,4542320.9933,1311270.2718,0.1950,0.6754
13593,05200525,623434.7778,4542320.9933,1474506.0525,0.1373,0.4228
13593,05200633,97035.3454,4542320.9933,490834.2886,0.0214,0.1977
13595,05200528,135088.7062,5309507.2375,2737106.5360,0.0254,0.0494
13595,05200633,393798.9432,5309507.2375,490834.2886,0.0742,0.8023
13595,05200630,586268.0537,5309507.2375,908719.3043,0.1104,0.6452
13595,05200631,458822.5818,5309507.2375,541895.3901,0.0864,0.8467
13595,05200629,3173.0450,5309507.2375,1324992.8048,0.0006,0.0024
13595,05200634,3720768.0442,5309507.2375,3732491.5036,0.7008,0.9969
13595,05200632,11274.2522,5309507.2375,1564303.9276,0.0021,0.0072
13597,04200203,1193459.4337,5788626.7708,3262937.0969,0.2062,0.3658
13597,05300840,962.9024,5788626.7708,3273336.7463,0.0002,0.0003
13597,05100317,2269322.9193,5788626.7708,2277692.6825,0.3920,0.9963
13597,05200629,31153.6998,5788626.7708,1324992.8048,0.0054,0.0235
13597,05100316,545372.1114,5788626.7708,1376928.9320,0.0942,0.3961
13597,05100314,15524.8990,5788626.7708,474886.8311,0.0027,0.0327
13597,05200634,11413.9413,5788626.7708,3732491.5036,0.0020,0.0031
13597,05200632,1518781.5437,5788626.7708,1564303.9276,0.2624,0.9709
13597,05300736,202081.0849,5788626.7708,2617802.2095,0.0349,0.0772
13599,05300840,869735.9815,6981439.2247,3273336.7463,0.1246,0.2657
13599,05300838,883773.7486,6981439.2247,934304.0438,0.1266,0.9459
13599,05300735,1032068.1827,6981439.2247,1032418.2364,0.1478,0.9997
13599,05100317,632.9207,6981439.2247,2277692.6825,0.0001,0.0003
13599,12200414,107185.8024,6981439.2247,5984852.7803,0.0154,0.0179
13599,05300737,1041047.8959,6981439.2247,1041268.9866,0.1491,0.9998
13599,05300736,2415582.6868,6981439.2247,2617802.2095,0.3460,0.9228
13599,12400619,375553.2176,6981439.2247,17912699.2408,0.0538,0.0210
13599,12200412,255383.6165,6981439.2247,5945112.5153,0.0366,0.0430
13627,04100102,537607.6958,4971755.6244,537607.6958,0.1081,1.0000
13627,04300518,30882.3818,4971755.6244,1375972.9345,0.0062,0.0224
13627,01200517,2203.6740,4971755.6244,2483751.0804,0.0004,0.0009
13627,05300841,553.5429,4971755.6244,267896.7432,0.0001,0.0021
13627,05300840,179554.0796,4971755.6244,3273336.7463,0.0361,0.0549
13627,04100101,4197733.9491,4971755.6244,5247991.9833,0.8443,0.7999
13627,04200308,22881.8852,4971755.6244,2753847.5320,0.0046,0.0083
13629,05300841,267343.2002,5890629.3044,267896.7432,0.0454,0.9979
13629,05300840,2223060.3387,5890629.3044,3273336.7463,0.3774,0.6791
13629,05300839,1217306.4067,5890629.3044,1217306.4067,0.2067,1.0000
13629,05300838,50530.2952,5890629.3044,934304.0438,0.0086,0.0541
13629,12200414,1172348.5791,5890629.3044,5984852.7803,0.1990,0.1959
13629,04100101,959092.6126,5890629.3044,5247991.9833,0.1628,0.1828
14050,04200310,207919.2904,2537072.7012,931172.5023,0.0820,0.2233
14050,04200311,112787.7345,2537072.7012,1555077.2618,0.0445,0.0725
14050,04200309,92951.4979,2537072.7012,677199.1058,0.0366,0.1373
14050,04200308,2123216.2818,2537072.7012,2753847.5320,0.8369,0.7710
14052,04200206,3096.1627,2178123.6862,1484882.7710,0.0014,0.0021
14052,04200205,144461.0726,2178123.6862,977330.0337,0.0663,0.1478
14052,04200203,494976.1686,2178123.6862,3262937.0969,0.2272,0.1517
14052,04200310,678360.6221,2178123.6862,931172.5023,0.3114,0.7285
14052,04200311,114772.5484,2178123.6862,1555077.2618,0.0527,0.0738
14052,04200309,582747.9811,2178123.6862,677199.1058,0.2675,0.8605
14052,05100317,7593.8249,2178123.6862,2277692.6825,0.0035,0.0033
14052,04200308,152115.3056,2178123.6862,2753847.5320,0.0698,0.0552
14053,04200205,99500.4166,1595760.6885,977330.0337,0.0624,0.1018
14053,04200203,1496260.2719,1595760.6885,3262937.0969,0.9376,0.4586
14193,06400737,261159.8412,20697488.1455,16483131.8912,0.0126,0.0158
14193,06400842,570433.9276,20697488.1455,2973603.9498,0.0276,0.1918
14193,04400729,3102216.7633,20697488.1455,3752762.8788,0.1499,0.8266
14193,04200207,13642030.3483,20697488.1455,17433089.5871,0.6591,0.7825
14193,04400727,797377.0630,20697488.1455,914525.9027,0.0385,0.8719
14193,04400726,1362910.2984,20697488.1455,1427773.1226,0.0658,0.9546
14193,04400728,941074.6798,20697488.1455,943221.8592,0.0455,0.9977
14193,04400725,18788.8464,20697488.1455,543417.6190,0.0009,0.0346
14193,05400942,1267.8250,20697488.1455,11504849.8165,0.0001,0.0001
14057,04300414,59217.5251,1078662.4832,562286.0136,0.0549,0.1053
14057,04300415,507715.9968,1078662.4832,632834.9587,0.4707,0.8023
14057,04300416,266327.8366,1078662.4832,580416.2356,0.2469,0.4589
14057,04200310,29593.5352,1078662.4832,931172.5023,0.0274,0.0318
14057,04200311,215730.9753,1078662.4832,1555077.2618,0.2000,0.1387
14059,04300518,902.3081,2840456.2744,1375972.9345,0.0003,0.0007
14059,04300413,478472.8344,2840456.2744,478472.8344,0.1684,1.0000
14059,04300414,296755.7535,2840456.2744,562286.0136,0.1045,0.5278
14059,04200311,311384.5768,2840456.2744,1555077.2618,0.1096,0.2002
14059,04100101,73508.4127,2840456.2744,5247991.9833,0.0259,0.0140
14059,04300412,1224304.1839,2840456.2744,1260436.4967,0.4310,0.9713
14059,04200308,455128.2049,2840456.2744,2753847.5320,0.1602,0.1653
14089,05400945,1736535.8255,24880919.7796,1736535.8866,0.0698,1.0000
14089,05400944,4309900.5201,24880919.7796,4310388.8583,0.1732,0.9999
14089,05400943,7328859.5173,24880919.7796,7328975.5737,0.2946,1.0000
14089,05400942,11502943.3969,24880919.7796,11504849.8165,0.4623,0.9998
14109,06400736,962061.0625,25218064.8623,3129154.1907,0.0381,0.3075
14109,06400737,529605.4492,25218064.8623,16483131.8912,0.0210,0.0321
14109,06400735,23721359.3553,25218064.8623,23725255.2716,0.9406,0.9998
14129,06400736,1262791.5616,20467864.2443,3129154.1907,0.0617,0.4036
14129,06400737,15691673.0614,20467864.2443,16483131.8912,0.7666,0.9520
14129,06400735,1560.2973,20467864.2443,23725255.2716,0.0001,0.0001
14129,06400838,3511205.4358,20467864.2443,6416356.7498,0.1715,0.5472
14163,06300524,831526.6701,6055982.3854,1744805.3845,0.1373,0.4766
14163,06300526,621404.5645,6055982.3854,904932.0852,0.1026,0.6867
14163,06400736,904080.1944,6055982.3854,3129154.1907,0.1493,0.2889
14163,06400838,1747246.0698,6055982.3854,6416356.7498,0.2885,0.2723
14163,06400839,1649531.3102,6055982.3854,1831904.6624,0.2724,0.9004
14163,06400840,299624.9669,6055982.3854,1384763.8924,0.0495,0.2164
14163,06400841,2119.9804,6055982.3854,1101631.6597,0.0004,0.0019
14165,06300525,1283875.1636,3373428.1074,1312876.1473,0.3806,0.9779
14165,06300528,1149687.3044,3373428.1074,3118031.7817,0.3408,0.3687
14165,06300524,913273.2187,3373428.1074,1744805.3845,0.2707,0.5234
14165,06300526,25107.9628,3373428.1074,904932.0852,0.0074,0.0277
14167,06300632,1787611.9980,5777328.8516,3084440.1175,0.3094,0.5796
14167,06300634,5943.6544,5777328.8516,1583381.5744,0.0010,0.0038
14167,06300631,1328375.6413,5777328.8516,1782789.2930,0.2299,0.7451
14167,06300525,28975.5574,5777328.8516,1312876.1473,0.0050,0.0221
14167,06300528,1968344.4435,5777328.8516,3118031.7817,0.3407,0.6313
14167,06300526,106211.9145,5777328.8516,904932.0852,0.0184,0.1174
14167,06300527,550762.2113,5777328.8516,979531.9727,0.0953,0.5623
14167,06200420,893.2173,5777328.8516,1370075.1207,0.0002,0.0007
14169,06300526,152207.6435,5100145.1192,904932.0852,0.0298,0.1682
14169,06300527,428021.8996,5100145.1192,979531.9727,0.0839,0.4370
14169,06400838,1157682.8337,5100145.1192,6416356.7498,0.2270,0.1804
14169,06400839,182373.3522,5100145.1192,1831904.6624,0.0358,0.0996
14169,06400840,1085138.8298,5100145.1192,1384763.8924,0.2128,0.7836
14169,06400841,1099440.1491,5100145.1192,1101631.6597,0.2156,0.9980
14169,06400843,52517.5655,5100145.1192,2110254.8005,0.0103,0.0249
14169,06400842,896706.7369,5100145.1192,2973603.9498,0.1758,0.3016
14169,06300629,45669.9264,5100145.1192,1416112.8017,0.0090,0.0323
14193,06400737,261159.8412,20697488.1455,16483131.8912,0.0126,0.0158
14193,06400842,570433.9276,20697488.1455,2973603.9498,0.0276,0.1918
14193,04400729,3102216.7633,20697488.1455,3752762.8788,0.1499,0.8266
14193,04200207,13642030.3483,20697488.1455,17433089.5871,0.6591,0.7825
14193,04400727,797377.0630,20697488.1455,914525.9027,0.0385,0.8719
14193,04400726,1362910.2984,20697488.1455,1427773.1226,0.0658,0.9546
14193,04400728,941074.6798,20697488.1455,943221.8592,0.0455,0.9977
14193,04400725,18788.8464,20697488.1455,543417.6190,0.0009,0.0346
14193,05400942,1267.8250,20697488.1455,11504849.8165,0.0001,0.0001
14195,06400843,2031012.5086,8100428.9547,2110254.8005,0.2507,0.9624
14195,06400844,3301822.8156,8100428.9547,3307166.6409,0.4076,0.9984
14195,06400842,1506463.2853,8100428.9547,2973603.9498,0.1860,0.5066
14195,06300629,259185.2382,8100428.9547,1416112.8017,0.0320,0.1830
14195,06100101,48629.1927,8100428.9547,989497.2595,0.0060,0.0491
14195,06100103,999.1324,8100428.9547,461083.5113,0.0001,0.0022
14195,04400835,5668.0309,8100428.9547,599920.4443,0.0007,0.0094
14195,04400834,2503.9975,8100428.9547,422921.1677,0.0003,0.0059
14195,04400833,1400.2250,8100428.9547,353041.6075,0.0002,0.0040
14195,04400832,116627.3279,8100428.9547,666841.4723,0.0144,0.1749
14195,04400831,209443.9815,8100428.9547,544449.2388,0.0259,0.3847
14195,04400729,616597.4278,8100428.9547,3752762.8788,0.0761,0.1643
14197,07300516,16638.7057,1585057.2499,458495.3040,0.0105,0.0363
14197,07300515,43338.5730,1585057.2499,366887.2990,0.0273,0.1181
14197,06100103,36824.4166,1585057.2499,461083.5113,0.0232,0.0799
14197,04501148,23279.4321,1585057.2499,419896.4866,0.0147,0.0554
14197,04400835,594193.2447,1585057.2499,599920.4443,0.3749,0.9905
14197,04400834,416146.2955,1585057.2499,422921.1677,0.2625,0.9840
14197,04400833,302326.0219,1585057.2499,353041.6075,0.1907,0.8563
14197,04400832,3586.8872,1585057.2499,666841.4723,0.0023,0.0054
14197,04400830,148723.2125,1585057.2499,1493892.0923,0.0938,0.0996
14199,06400844,4927.0366,2411684.7893,3307166.6409,0.0020,0.0015
14199,04400834,4263.2229,2411684.7893,422921.1677,0.0018,0.0101
14199,04400833,49315.3606,2411684.7893,353041.6075,0.0204,0.1397
14199,04400832,546627.2571,2411684.7893,666841.4723,0.2267,0.8197
14199,04400831,335004.0322,2411684.7893,544449.2388,0.1389,0.6153
14199,04400729,7528.2145,2411684.7893,3752762.8788,0.0031,0.0020
14199,04400727,116832.8232,2411684.7893,914525.9027,0.0484,0.1278
14199,04400830,1344838.2597,2411684.7893,1493892.0923,0.5576,0.9002
14199,04400728,2147.1794,2411684.7893,943221.8592,0.0009,0.0023
12439,09200716,4268.3224,2818134.5522,947242.8620,0.0015,0.0045
12439,09200717,76233.7847,2818134.5522,2544489.6012,0.0271,0.0300
12439,09200614,1071437.8604,2818134.5522,1071797.3327,0.3802,0.9997
12439,09100409,22698.0106,2818134.5522,2986374.2619,0.0081,0.0076
12439,09200613,1634547.4317,2818134.5522,1904314.4154,0.5800,0.8583
12439,09200511,8510.7627,2818134.5522,1357879.8573,0.0030,0.0063
14055,04400729,26420.4731,7901293.9223,3752762.8788,0.0033,0.0070
14055,04200207,3790923.9776,7901293.9223,17433089.5871,0.4798,0.2175
14055,04200206,1481726.3136,7901293.9223,1484882.7710,0.1875,0.9979
14055,04200205,733368.5444,7901293.9223,977330.0337,0.0928,0.7504
14055,04200204,361162.7668,7901293.9223,361276.6088,0.0457,0.9997
14055,04200203,78241.2227,7901293.9223,3262937.0969,0.0099,0.0240
14055,04300415,125086.3074,7901293.9223,632834.9587,0.0158,0.1977
14055,04400725,486632.6678,7901293.9223,543417.6190,0.0616,0.8955
14055,04200310,15299.0546,7901293.9223,931172.5023,0.0019,0.0164
14055,04200311,800397.8534,7901293.9223,1555077.2618,0.1013,0.5147
14055,04200309,1499.6269,7901293.9223,677199.1058,0.0002,0.0022
15537,09301228,6647.7661,6661.0203,14754154.4111,0.9980,0.0005
15569,09501838,1219.4293,1221.0302,21437501.4377,0.9987,0.0001
